raw5,0.022712643105448047,0.8633901476860046
raw4,0.02661142711225584,0.7925206422805786
raw3,0.03815876875120643,0.7632915377616882
raw2,0.05432319240858861,0.7011731863021851
raw1,0.0813132783768189,0.6033340096473694
raw0,0.1149574167168661,0.5253757238388062
trans1,0.08074811676527056,0.6283199191093445
trans2,0.05174308604297971,0.7294216156005859
trans3,0.03342070632680737,0.814447820186615
trans4,0.024293325325490084,0.8807033896446228
trans5,0.021354912221042056,0.9520302414894104
raw5,0.023016260417005843,0.8305041193962097
